"ASV","Domain","Phylum","Class","Order","Family","Genus","Species","Confidence","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","direction"
"8cfaec510ef32f0e15a059dc30134564","d__Bacteria","p__Bacillota_A_368345","c__Clostridia_258483","o__Lachnospirales","f__Lachnospiraceae","g__Butyrivibrio_A_180067.1","s__Butyrivibrio_A_180067 crossotus","0.9999956",4.21474125149415,-2.19176655402826,0.657881687415445,-3.33155124387005,0.00086363398093106,0.0205363813444579,"Depleted"
"fe794b980b3c50f505fba0bf2b892eb6","d__Bacteria","p__Bacillota_A_368345","c__Clostridia_258483","o__Christensenellales","f__Aristaeellaceae","g__Limiplasma.1","s__Limiplasma merdipullorum","0.9999134",5.63702341948847,-2.13676180523754,0.609701993134368,-3.50460032819121,0.00045729322701208,0.0126199280111244,"Depleted"
"f6f142f69dc9f53d67ec715da51c5bdb","d__Bacteria","p__Bacillota_A_368345","c__Clostridia_258483","o__Oscillospirales","f__Ruminococcaceae","g__Angelakisella","s__Angelakisella massiliensis","1.0000000",27.9740428435321,-2.12571548962327,0.676999072171956,-3.13990901465126,0.00169000314063461,0.0363350675236441,"Depleted"
"9a5978a2754a9d474105c4e3fea72940","d__Bacteria","p__Bacillota_A_368345","c__Clostridia_258483","o__Oscillospirales","f__Ruminococcaceae","g__Negativibacillus","s__Negativibacillus massiliensis","0.9999996",3.29261900583906,-2.11346286177297,0.590744271915295,-3.57762734612857,0.000346727305043821,0.0108660811360343,"Depleted"
"cd953df57efb0bdd6f43a0a41cf883a6","d__Bacteria","p__Bacillota_I","c__Bacilli_A","o__RF39","f__UBA660","g__CAG-628","s__CAG-628 sp003524085","0.9989658",2.81862487727138,-2.09611592847757,0.591048948844774,-3.54643373036109,0.000390482940044824,0.0112812961897325,"Depleted"
"f700716851c4e6f2dc6aff66d1e559be","d__Bacteria","p__Bacillota_A_368345","c__Clostridia_258483","o__Oscillospirales","f__Acutalibacteraceae","g__Eubacterium_R.1","s__Eubacterium_R sp000436835","0.9999828",2.73625875173896,-2.0785577987208,0.585904855322943,-3.54760295948584,0.000388753773233837,0.0112812961897325,"Depleted"
"32be2e6e9c749f94bc9e0b979d151f66","d__Bacteria","p__Bacillota_A_368345","c__Clostridia_258483","o__Oscillospirales","f__Oscillospiraceae_88309","g__Limivicinus.1","s__Limivicinus sp002320035","1.0000000",4.72529619177001,-2.01843503332626,0.660197930469189,-3.05731802565906,0.00223327195344062,0.0430137483532469,"Depleted"
"979e4d21611ebf4df22b6e9d440e57a0","d__Bacteria","p__Bacillota_A_368345","c__Clostridia_258483","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospira","s__Lachnospira eligens","0.9999998",2.24157586509911,2.14136779127684,0.484454408855624,4.42016369782902,9.86261616944133e-06,0.000692300047692896,"Enriched"
"076fd6e5f0cf1c66224ff929155413e0","d__Bacteria","p__Bacillota_A_368345","c__Clostridia_258483","o__Oscillospirales","f__Oscillospiraceae_88309","g__Faecousia","s__Faecousia sp000434635","0.9985749",19.1739436034818,2.24343775517059,0.639647662436642,3.50730235865249,0.000452674479979668,0.0126199280111244,"Enriched"
"7a2f03cd0290e9311d3d63ee4da8cf5d","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides_H_857956.1",NA,"1.0000000",37.0561260701243,2.25010888047145,0.719563435581474,3.12704727506499,0.00176571532080667,0.0369294579732991,"Enriched"
"c250230355ad8958c5762faff8e4e7de","d__Bacteria","p__Bacillota_A_368345","c__Clostridia_258483","o__Lachnospirales","f__Lachnospiraceae","g__Suilimivivens","s__Suilimivivens aceti","0.9999958",3.32875445078259,2.28712519756175,0.466532088775953,4.90239632511134,9.46745837272078e-07,0.000109408315819755,"Enriched"
"cdcaa1e862e331a796e74361896219c6","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae_A_595427","g__Duodenibacillus","s__Duodenibacillus massiliensis","0.9994428",1.67482196034084,2.33881723751363,0.398719556297893,5.86582022519669,4.46917822417649e-09,1.65270210730047e-06,"Enriched"
"978c1d30c6b8aa4bb37f59a04386be2f","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae_A_595427","g__Duodenibacillus.1","s__Duodenibacillus massiliensis","0.9996616",3.20502296244197,2.50000031636425,0.472903121501082,5.2864956958389,1.24681748554635e-07,1.92113794231267e-05,"Enriched"
"8e0f6b29bb4015860a4ec2d3bee571a2","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae_A_595427","g__Mesosutterella",NA,"1.0000000",12.673247143919,3.05854761803043,0.692790662666705,4.41482222964352,1.01093030220163e-05,0.000692300047692896,"Enriched"
"fc158d7154b69886e5a00dfb17ccc8f7","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Prevotella.1","s__","0.9993361",67.1742146981025,3.30461389777507,0.870950352982298,3.79426207987568,0.000148083197894126,0.00526549678665845,"Enriched"
"a6f436a998e879175ffc95425af1942d","d__Bacteria","p__Bacillota_A_368345","c__Clostridia_258483","o__Lachnospirales","f__Lachnospiraceae","g__Bovifimicola","s__Bovifimicola ammoniilytica","0.9998026",2.82861073289155,4.13616972937362,0.432936892318242,9.55374744625185,1.25087836614484e-21,2.3128740990018e-18,"Enriched"
